theta_x,theta_y,h_x,h_y,nc_x,nc_y,n_steps,tau_x,tau_y,mean_n,mean_m,S_x,S_y,S_xy,I_try,I
-0.02,-0.02,0.3,0.3,3000,3000,136083127931,0.74695943275869,0.759879741752368,5958.86800122889,5958.86800122889,6.09441399668185,6.09440357269955,12.1572353084165,0.0315822609649068,0.031568112040663
-0.02,-0.02,0,0,3000,3000,48881083153,472.455932944377,472.460484848978,3157.24898592322,3157.24898592322,7.63607115309441,7.63605287307035,13.6521338392573,1.61999018690745,1.61981682245845
-0.03,-0.03,-0.01,-0.01,3000,3000,23675865989,7.02074898549497,7.11698934845256,1803.37970083468,1803.37970083468,5.97490735705196,5.97487343069919,11.5951344603405,0.354646327410622,0.354264973084609
-0.03,-0.03,-0.02,-0.02,3000,3000,20786082438,4.40767711795846,4.48200037178009,1608.43275175648,1608.43275175648,5.75016466348837,5.75014123312921,11.2671545293929,0.233151367224639,0.233351438602579
-0.03,-0.03,-0.03,-0.03,3000,3000,18706838688,3.47763585366158,3.48900930006506,1463.12998013604,1463.12998013604,5.60355779460598,5.6034972075327,11.0369324039629,0.170122598175816,0.170513362430647
-0.03,-0.03,-0.04,-0.04,3000,3000,17047811435,2.81425527915267,2.85619557509632,1344.20929687098,1344.20929687098,5.49091111448378,5.49089471344111,10.8510310276966,0.130774800228306,0.13072606683621
-0.03,-0.03,-0.05,-0.05,3000,3000,15646951706,2.4545139276073,2.38640414600809,1241.81183700157,1241.81183700157,5.39661295389297,5.39657235882675,10.6904061528396,0.102779159880152,0.102812895065481
-0.03,-0.03,-0.06,-0.06,3000,3000,14423125820,2.05081748363982,2.08634095903307,1150.71275151747,1150.71275151747,5.3141375999277,5.31410786555001,10.5456944048051,0.0825510606725999,0.0820669707600779
-0.03,-0.03,-0.07,-0.07,3000,3000,13335514110,2.00156284045312,1.98666342239317,1068.70508357591,1068.70508357591,5.24009506538744,5.24006918967932,10.4127996010379,0.0673646540288591,0.06649602939925
-0.03,-0.03,-0.08,-0.08,3000,3000,12350476041,1.81252452071465,1.81273630066207,993.560022154866,993.560022154866,5.17040200734849,5.17038408776594,10.2867869968075,0.0539990983069156,0.0542113021268467
-0.03,-0.03,-0.09,-0.09,3000,3000,11450027348,1.60680849546158,1.63043942526658,924.140312508549,924.140312508549,5.10727684365458,5.10724942058441,10.1696067913464,0.0449194728926408,0.0443210206464784
-0.03,-0.03,-0.1,-0.1,3000,3000,10616602147,1.48016658597362,1.48395357166228,859.340833273266,859.340833273266,5.04637523018745,5.04634905187582,10.0552805739896,0.0374437080736474,0.0367986936787581
-0.03,-0.03,0.01,0.01,3000,3000,73876126131,6.50833021305238,6.53148287924041,4206.49358484434,4206.49358484434,6.56809478570864,6.56806074692438,12.7050362751065,0.431119257526513,0.431257662426569
-0.03,-0.03,0.02,0.02,3000,3000,79432155062,4.79330617827115,4.90065601286882,4398.27808160403,4398.27808160403,6.45331062492826,6.45328629834106,12.5876744827358,0.318922440533484,0.319501691772267
-0.03,-0.03,0.03,0.03,3000,3000,83813826233,3.50452626351158,3.49067382511001,4542.40067421518,4542.40067421518,6.38756594336613,6.38753529849769,12.5175163494213,0.257584892442512,0.256847866884954
-0.03,-0.03,0.04,0.04,3000,3000,87522477495,2.97913434482932,2.97654706046362,4660.10197529062,4660.10197529062,6.34087931329207,6.3408380016258,12.4669764469994,0.21474086791849,0.214390166544396
-0.03,-0.03,0.05,0.05,3000,3000,90836260879,2.53183449613201,2.52862968936646,4762.34325221516,4762.34325221516,6.30702315491683,6.30700201760145,12.4287859152099,0.185239257308353,0.184463485876186
-0.03,-0.03,0.06,0.06,3000,3000,93831780960,2.15088344258956,2.11663853402623,4852.23825650841,4852.23825650841,6.28042936070806,6.28039892528386,12.3992472001575,0.161581085834474,0.161794333920854
