theta_x,theta_y,h_x,h_y,nc_x,nc_y,n_steps,tau_x,tau_y,mean_n,mean_m,S_x,S_y,S_xy,I_try,I
0,0,-0.01,-0.01,3000,3000,6304488988,4.00700761121583,3.97888686368209,2101.39153370726,2101.39153370726,5.83399864460496+0i,5.83387072123016,11.4621647531445+0i,0.205704612690573+0i,0.207213297490467
0,0,-0.01,-0.02,3000,3000,5903410758,3.43084078408143,3.36192543830253,1981.10475979686,1981.10475979686,5.6981804932588+0i,5.69805281377236,11.2476055287591+0i,0.148627778272003+0i,0.141202182947179
0,0,-0.01,-0.03,3000,3000,5584911245,2.42715897662401,2.42992535174263,1887.5607196205,1887.5607196205,5.60433008082216+0i,5.60413400834862,11.0859476945061+0i,0.122516394664679+0i,0.10260155713449
0,0,-0.01,-0.04,3000,3000,5312689800,2.20048748516399,2.15153387652724,1809.1383886022,1809.1383886022,5.53177701291464+0i,5.53143471568065,10.9546365750285+0i,0.108575153566777+0i,0.0781984758998906
0,0,-0.01,-0.05,3000,3000,5075571933,1.98113211631631,2.06823787485467,1741.91669662271,1741.91669662271,5.47406994976404+0i,5.47080936638115,10.8462947884834+0i,0.0985845276618313+0i,0.060248833072384
0,0,-0.01,-0.06,3000,3000,4860596159,1.61567715139801,1.61792034130524,1681.78572066107,1681.78572066107,5.42371732124072+0i,5.4090037754271,10.7465896104064+0i,0.0861314862614648+0i,0.0484333238815928
0,0,-0.01,-0.07,3000,3000,4665656849,1.46495868177173,1.49418749012631,1628.09612849266,1628.09612849266,5.38315416087392+0i,5.34378365737779,10.6599445264247+0i,0.0669932918270444+0i,0.039332385192429
0,0,-0.01,-0.08,3000,3000,4483389632,1.52694637579136,1.57561216998524,1578.33101135484,1578.33101135484,5.34584309050509+0i,5.2760211284235,10.5806908581312+0i,0.0411733607973677+0i,0.0327877259546039
0,0,-0.01,-0.09,3000,3000,4313603598,1.32690161547561,1.2692171997775,1532.48564382284,1532.48564382284,5.31310442010082+0i,5.10391263511734,10.5083017999875+0i,-0.0912847447693448+0i,0.0274383167102314
0,0,-0.01,-0.1,3000,3000,4152940096,1.21507247934148,1.29517458877369,1489.61096313947,1489.61096313947,5.28118612825664+0i,4.8240832805276,10.4358659857598+0i,-0.330596576975513+0i,0.0230707462391937
0,0,-0.01,-0.11,3000,3000,3999823434,1.08388347813122,1.04863568667617,1449.01413440276,1449.01413440276,5.25355691411867+0i,4.52741916745635,10.3716600002002+0i,-0.590683918625224+0i,0.0196396307985651
0,0,-0.01,-0.12,3000,3000,3853999025,1.09212717615983,1.02900403605959,1410.76519490502,1410.76519490502,5.22517162750754+0i,4.42672599870566,10.3047530075067+0i,-0.652855381293522+0i,0.0163292558962311
0,0,-0.01,-0.13,3000,3000,3713827552,1.18366897314221,1.04964410868215,1374.27694410914,1374.27694410914,5.20031093918434+0i,3.92024919611781,10.245806088498+0i,-1.12524595319588+0i,0.0137249915769289
0,0,-0.01,-0.14,3000,3000,3579133698,1.00408586369398,0.954495762739896,1339.39387159495,1339.39387159495,5.17630082588498+0i,3.8372788802138,10.1848058188992+0i,-1.1712261128004+0i,0.0117210405866857
0,0,-0.01,-0.15,3000,3000,3448816656,1.04178752506966,0.993721639198682,1306.04896986142,1306.04896986142,5.15529391409289+0i,3.6966938470573,10.1277206404366+0i,-1.27573287928639+0i,0.0103808273166131
0,0,-0.01,-0.16,3000,3000,3322674984,1.01733442123148,0.9202348088055,1273.88859121581,1273.88859121581,5.13297379333417+0i,3.38870619928155,10.0695226682429+0i,-1.54784267562717+0i,0.0088562678624875
0,0,-0.01,-0.17,3000,3000,3199822539,1.04267682851683,0.92630641935597,1242.69143578866,1242.69143578866,5.11110903404934+0i,3.47537215636654,10.0121878468556+0i,-1.42570665643973+0i,0.00769069234452324
0,0,-0.01,-0.18,3000,3000,3080060685,0.989964512556404,0.990429809517669,1212.4863546517,1212.4863546517,5.09216589273026+0i,6.2408933866235,9.95792624854012+0i,1.37513303081364+0i,0.00700016140018533
