g,theta,h,nc,tmax,Sn,Sm,Snm,IShannon,Rn,Rm,Rnm,IRenyi2,Rn3,Rm3,Rnm3,IRenyi3,Rn4,Rm4,Rnm4,IRenyi4
1,-0.01,0,1000,300000,6.66379303915161,6.66374300587567,12.1461601697559,1.18137587527134,6.58777073419143,6.58775591511594,11.9302835227896,1.24524312651773,6.54783743872389,6.54782719776755,11.8284562115851,1.2672084249063,6.52050122168395,6.52049286647842,11.7657673515957,1.27522673656662
1,-0.02,0,1000,300000,6.74362175706752,6.7435354677205,12.2323723166314,1.25478490815659,6.65343955899697,6.65339976136985,12.011057867449,1.29578145291783,6.59488345903144,6.59484988407057,11.8982235922072,1.29150975089484,6.5500985563344,6.55006716708375,11.8235717651511,1.27659395826704
1,-0.03,0,1000,300000,6.80946027446338,6.8094499361433,12.2823116811794,1.33659852942733,6.71063989090982,6.71063107378102,12.0436101817021,1.37766078298873,6.64297405996125,6.64296451498445,11.9172282946451,1.36871028030058,6.59139770961061,6.59138699144918,11.8342961207891,1.34848858027074
1,-0.04,0,1000,300000,6.79995091295632,6.79988577952775,12.2332169327975,1.36661975968657,6.66199633097815,6.66196863028291,11.9160967867208,1.40786817454024,6.58339418913544,6.58337011653598,11.7395660742006,1.42719823147077,6.53363038622419,6.53360797907958,11.6216807101101,1.44555765519366
1,-0.05,0,1000,300000,6.67410913496054,6.6740561846205,12.0345173264085,1.31364799317251,6.45061683275508,6.45057768455885,11.5546460237419,1.34654849357207,6.32215969347418,6.32211884686633,11.2829427270827,1.36133581325785,6.23583976952486,6.23579730942592,11.1132790216705,1.3583580572803
1,-0.06,0,1000,300000,6.0104374918171,6.01034343417675,11.1577661291574,0.863014796836413,5.62986027243296,5.62981472516429,10.5502872094892,0.709387788108065,5.49354854134336,5.49351386137607,10.3326759879167,0.654386414802696,5.424087923457,5.4240571601331,10.2165050998877,0.631639983702406
1,-0.07,0,1000,300000,5.55823392435702,5.55805677968237,10.6034217821911,0.512868921848273,5.28680892102061,5.28674544542068,10.1499078026337,0.423646563807557,5.19358356593848,5.19353405197353,9.98050312877468,0.406614489137331,5.14179353789971,5.14174902054283,9.88299348463078,0.400549073811765
1,-0.08,0,1000,300000,5.54794821505587,5.54782796487008,10.5563412533656,0.539434926560384,5.2330075895142,5.23296876349009,10.0446848839394,0.421291469064895,5.12849174413887,5.1284614106309,9.86450930022495,0.39244385454481,5.07266261907422,5.07263509722293,9.763583353105,0.381714363192147
1,-0.09,0,1000,300000,5.66555819105839,5.66539285937014,10.6725123394744,0.658438710954169,5.28082968010106,5.28077075810288,10.0422230109139,0.519377427289992,5.14568759949946,5.14564137481347,9.82747600477717,0.463852969535759,5.07759616327032,5.07755507293524,9.71403444950039,0.441116786705164
1,-0.1,0,1000,300000,5.88598245760493,5.88583668151191,10.9473175049251,0.824501634191744,5.48436786773865,5.48432567027618,10.2201050583644,0.748588479650456,5.30600261796696,5.30596990870691,9.94345732743299,0.668515199240881,5.21350927378337,5.21348021215336,9.80378503003588,0.623204455900849
1,-0.11,0,1000,300000,5.89452053927733,5.89431018007556,10.9530829403903,0.835747778962634,5.50023492168045,5.50016144670056,10.1986792953347,0.80171707304631,5.31273172149247,5.31267341638402,9.90091863458533,0.724486503291162,5.21310736564759,5.21305496722373,9.75169091586617,0.674471417005151
1,-0.12,0,1000,300000,4.91702069906121,4.91685931004056,9.68022385184335,0.153656157258414,4.76016044914174,4.76012196799592,9.36610779801017,0.154174619127492,4.68728490163653,4.68725449806611,9.21999609154299,0.154543308159655,4.64319323447223,4.64316564905577,9.13162834434986,0.154730539178141
1,-0.13,0,1000,300000,4.84553834684873,4.84544235022808,9.55886732165131,0.132113375425501,4.68743492344718,4.68741411292494,9.24351367229375,0.131335364078373,4.61415077334394,4.61413437701149,9.09723268712633,0.131052463229112,4.56988672429849,4.56987178240994,9.00886447783801,0.130894028870419
1,-0.14,0,1000,300000,4.77402062425063,4.77389162806439,9.43680301780684,0.111109234508175,4.61664858412826,4.61660978128646,9.12208390575317,0.111174459661548,4.5435163081484,4.54348591153758,8.97529575168386,0.11170646800212,4.49921861501658,4.49919112410025,8.88639608753936,0.112013651577465
1,-0.15,0,1000,300000,5.80220190599771,5.80212816055091,11.4049307987665,0.1993992677821,5.64657588700431,5.64655910573794,11.0966303499912,0.196504642750996,5.57385268642059,5.57383884038899,10.9522367806646,0.195454746144987,5.52982526824028,5.52981220149294,10.8647681885968,0.194869281136409
1,-0.16,0,1000,300000,5.7865962530924,5.78648017742048,11.3876857402196,0.185390690293294,5.63076722458597,5.63073592796775,11.0785232209054,0.182979931648271,5.55815466679761,5.55813033411484,10.9342299073036,0.18205509360884,5.51417365912293,5.51415175014439,10.84688976431,0.181435644957357
1,-0.17,0,1000,300000,5.76681643472714,5.76671786206111,11.3631358250983,0.170398471689925,5.61117277137757,5.61114562197026,11.0535509492635,0.168767444084295,5.53844233515235,5.53842184418639,10.9086698038488,0.168194375489909,5.49440045074287,5.49438221692076,10.8208817372833,0.167900930380371
1,-0.18,0,1000,300000,5.75569747417319,5.75566367789662,11.3523851191929,0.158976032876954,5.60096487165777,5.60095701439562,11.0446700125693,0.157251873484132,5.52851858401436,5.52851227065763,10.9000670399854,0.156963814686543,5.48455696031699,5.48455084718821,10.8122924607773,0.156815346727845
1,-0.19,0,1000,300000,4.43895162042237,4.43882646520013,8.83078638523517,0.046991700387327,4.28340491016106,4.28337947716737,8.52029963761067,0.0464847497177576,4.21090860333908,4.21088817925241,8.37498616469675,0.0468106178947298,4.16700611397098,4.16698736240202,8.28691791649697,0.0470755598760295
1,0.0025,0,1000,100000,6.55315611628509,6.55295166763392,12.0340367057918,1.07207107812719,6.46321489377068,6.46313524016497,11.8013564227717,1.12499371116393,6.41831097002655,6.41824633907686,11.6906536711807,1.14590363792273,6.38969368404912,6.38963583800824,11.6229220937692,1.15640742828817
1,0.005,0,1000,100000,6.50991179216718,6.50968357902675,11.9890894016939,1.03050596950008,6.41255635329425,6.41247331521698,11.7480757899406,1.07695387857062,6.36474442431869,6.36467816860445,11.6332743494915,1.09614824343161,6.33481147954004,6.33475066928997,11.5629323199163,1.10662982891376
1,0.0075,0,1000,100000,6.48679020272844,6.48675799947167,11.9623791900276,1.01116901217251,6.38591994814611,6.38590360395018,11.7141064324142,1.05771711968209,6.33686227813812,6.33685157672735,11.5961822424547,1.07753161241079,6.30617745899709,6.30616975144199,11.5241204102197,1.08822680021939
1,0.01,0,1000,300000,6.46635249002783,6.46627032747322,11.9409015977368,0.991721219764209,6.36211356508941,6.36208920362685,11.6903844100591,1.03381835865712,6.31128793508753,6.31126887405335,11.5712183189562,1.05133849018466,6.27970314015462,6.2796857298154,11.4984428283526,1.06094604161741
1,0.02,0,1000,300000,6.36733403501894,6.36718533883054,11.8348195474028,0.899699826446637,6.25434465047579,6.25429460173906,11.5735038418884,0.935135410326426,6.19929085571879,6.19924901844331,11.4488874368569,0.949652437305181,6.16517859767132,6.16514004437173,11.3725450324371,0.957773609605983
1,0.03,0,1000,300000,6.27599472620837,6.27591456358832,11.7368545167159,0.815054773080782,6.14928833278996,6.14927059232306,11.4590578821501,0.839501042962931,6.08830335994972,6.08829120065498,11.3269448682232,0.84964969238146,6.05074893534608,6.05073923358997,11.2461433688614,0.855344800074651
1,0.04,0,1000,300000,6.21216229516432,6.21209737578113,11.6657375560875,0.75852211485798,6.08144046639643,6.08141315369676,11.3848561158465,0.7779975042467,6.01829015908851,6.01826810715892,11.250879349967,0.785678916280419,5.9793466251151,5.97932606782547,11.1689286552764,0.789744037664162
1,0.05,0,1000,300000,6.13748368862013,6.13742542130329,11.584453491147,0.690455618776394,6.00003068070087,6.00000861389747,11.2952769586735,0.704762335924803,5.93406740726121,5.93404874700013,11.157719507792,0.710396646469333,5.89365295739019,5.89363538785933,11.0737622175526,0.71352612769692
1,0.06,0,1000,300000,6.07826159212418,6.07823211595073,11.519568754984,0.636924953090938,5.93882114431545,5.93881205103147,11.22744318003,0.650190015316944,5.87235454748756,5.87234802007525,11.0887229110201,0.655979656542746,5.83173515400014,5.83172980022387,11.0041015201703,0.659363434053727
1,0.07,0,1000,300000,6.02918491539494,6.02913911294063,11.4640675382363,0.594256490099301,5.88644759612423,5.88642138772199,11.16897311386,0.603895869986228,5.81871488059625,5.81869256578424,11.0297185160171,0.607688930363425,5.77733479343347,5.77731431269634,10.9449999665449,0.609649139584905
1,0.08,0,1000,300000,5.97300685264458,5.97293628170885,11.3979800843987,0.547963049954749,5.82717203786522,5.82714490532848,11.098799804447,0.555517138746684,5.75791283146882,5.75789030070197,10.9576893144269,0.558113817743916,5.71570502677288,5.71568412345357,10.8720607843477,0.559328365878788
1,0.09,0,1000,300000,5.93725071802316,5.93716969478262,11.3584477715123,0.515972641293525,5.7884067452619,5.78838649995259,11.0551382890457,0.521654956168762,5.71771558469537,5.71769913242314,10.9117291952484,0.52368552187014,5.67463441812807,5.67461894883743,10.8244227771485,0.524830589817036
1,0.1,0,1000,300000,5.88632427783745,5.8862718011736,11.2978801526492,0.474715926361849,5.73725864192414,5.73723686763704,10.9949699183628,0.479525591198417,5.66704329537122,5.66702512733079,10.8526112605169,0.481457162185134,5.62443716584286,5.62442045575217,10.7662256338623,0.482631987732692
1,0.11,0,1000,300000,5.86135748898787,5.86126898995774,11.2715303825858,0.451096096359827,5.71208856990539,5.71205852048073,10.9698205694413,0.454326520944853,5.64164501187327,5.64162167866957,10.8279505143652,0.455316176177623,5.59879264485193,5.59877206567027,10.7418654638998,0.455699246622359
1,0.12,0,1000,300000,5.8271675278869,5.82712446946648,11.2320275956052,0.422264401748205,5.67700090528943,5.67698702045885,10.9285521900119,0.425435735736416,5.60596730749255,5.6059574568685,10.7857457736875,0.426178990673518,5.56274668981771,5.56273844356454,10.6991016490639,0.426383484318361
1,0.13,0,1000,300000,5.79787727275559,5.79778446584641,11.197334321074,0.398327417528007,5.64781927651926,5.64777525319054,10.8948899384133,0.400704591296503,5.5777022031582,5.57766340634803,10.7532401979631,0.40212541154315,5.53524310308456,5.5352065959412,10.6674142137967,0.403035485229099
1,0.14,0,1000,300000,5.76560139756065,5.76544582539192,11.1578160955934,0.373231127359182,5.61585154102509,5.61580583691187,10.8545756886189,0.377081689318066,5.54516944404483,5.54513081142545,10.7122558556183,0.378044399851969,5.50213223341118,5.5020958108796,10.6258947886598,0.37833325563102
1,0.15,0,1000,300000,5.74212934890723,5.74204298955404,11.1281209743894,0.356051364071865,5.58948393434997,5.58945933231773,10.8212011889062,0.357742077761488,5.51788417976926,5.51786555812744,10.6770473751849,0.358702362711757,5.47442104436203,5.47440504474777,10.5896184745875,0.359207614522319
1,0.16,0,1000,300000,5.71946914429084,5.71937693074265,11.1033248130371,0.335521261996389,5.5666718237079,5.56664652180423,10.7960866697406,0.337231675771543,5.49472894439757,5.49470869335267,10.6517461361229,0.337691501627372,5.451034605703,5.45101594803538,10.5642185928228,0.337831960915581
1,0.17,0,1000,300000,5.69788727151334,5.69776151105214,11.0758013718164,0.319847410749082,5.5466074485222,5.54657022769124,10.7721869097614,0.320990766452038,5.47538882684885,5.47535889654277,10.6295079734683,0.321239749923352,5.43210258136081,5.43207505091077,10.5429384916623,0.321239140609251
1,0.18,0,1000,300000,5.67586295781044,5.67578223808966,11.0467653614064,0.304879834493727,5.52288376090345,5.52285307512308,10.7392908700555,0.306445965971042,5.45102293761651,5.45099789057951,10.5951229538045,0.306897874391574,5.40744741700928,5.40742425505286,10.507729040098,0.307142631964176
1,0.19,0,1000,300000,5.65877701275412,5.65875467410472,11.0279909466169,0.289540740241982,5.50626402634197,5.50625412242904,10.7219812164119,0.290536932359077,5.43443692809857,5.43442840788738,10.5782700217628,0.290595314223172,5.39075653471977,5.39074846168939,10.4909567089867,0.290548287422506
1,0.2,0,1000,300000,5.63986777595573,5.63977297758261,11.0052996030153,0.274341150523014,5.48608386487339,5.48605261515089,10.6963290948395,0.27580738518477,5.41413356111174,5.4141091578328,10.5513894004524,0.276853318492169,5.37058144664966,5.37055955459221,10.4635798207609,0.277561180480966
1,0.21,0,1000,300000,5.6168750197189,5.61675028721386,10.976870386322,0.256754920610719,5.4637051496386,5.46366629122729,10.669934565615,0.257436875250914,5.39171901467159,5.3916888959079,10.5259874300784,0.257420480501139,5.34799246727769,5.34796594438784,10.4386839340197,0.257274477645838
1,0.22,0,1000,300000,5.60471578680474,5.60469890740865,10.9610672830846,0.248347411128746,5.45255327361649,5.45254275448865,10.6553842363691,0.249711791736068,5.38112020195603,5.38111173480993,10.5118231756272,0.2504087611388,5.33778436968132,5.33777677071468,10.4247148128606,0.250846327535362
1,0.23,0,1000,300000,5.59042877237313,5.59037791510231,10.9393061362032,0.241500551272265,5.4376768952499,5.43766136684116,10.6325080281443,0.242830233946801,5.36557727899658,5.36556276629528,10.4881416091631,0.242998436128744,5.32172681135645,5.32171236611564,10.400438523485,0.243000653987062
1,0.24,0,1000,300000,5.57332364476993,5.57328622145173,10.9198358235608,0.226774042660821,5.41909737349981,5.41908881328534,10.6116901888314,0.226495997953718,5.34684904616815,5.34684234998675,10.467153206571,0.226538189583918,5.30307705354422,5.30307080309747,10.3794388084239,0.226709048217835
1,0.25,0,1000,300000,5.55584128257547,5.55577166664022,10.8959997107798,0.215613238435862,5.40196731156947,5.40193634284441,10.5884978343965,0.21540582001743,5.32984138332658,5.32981601211884,10.4437779006282,0.215879494817269,5.28616059256251,5.28613724233424,10.3559178642625,0.216379970634273
1,0.26,0,1000,300000,5.5509980825726,5.55095442880209,10.8874725603944,0.214479950980273,5.39838905882517,5.3983762868909,10.5816906627901,0.215074682925961,5.32672756858981,5.32671728155342,10.4381851410126,0.215259709130597,5.28323962833994,5.28323045120584,10.3511392948359,0.215330784709883
1,0.27,0,1000,300000,5.53594051164223,5.53584099389138,10.8695151723626,0.202266333170968,5.38127235481779,5.38124890511658,10.5600428419044,0.20247841802993,5.30886166714926,5.3088417272299,10.415029379365,0.202674015014127,5.26495299500078,5.26493380041222,10.3271495521266,0.202737243286437
1,0.28,0,1000,300000,5.52240364207273,5.52231567634394,10.8538134794077,0.190905839008924,5.37039306892863,5.37035649648388,10.5483504173228,0.192399148089677,5.29924793928877,5.29921650956515,10.4052018188121,0.193262630041856,5.25609566909135,5.25606637235271,10.3182933656588,0.193868675785271
1,0.29,0,1000,300000,5.51410697095564,5.51407194573903,10.8389285879578,0.189250328736835,5.36150952505197,5.36149493284009,10.5329631730979,0.190041284794182,5.28971834452545,5.2897065539979,10.3892200879807,0.190204810542683,5.24610658864355,5.24609599740236,10.301992778004,0.190209808041933
1,0.3,0,1000,300000,5.50443795742276,5.50436528950688,10.8274211047487,0.181382142180892,5.35105101417803,5.35103461427951,10.5208245910518,0.181261037405752,5.27914339320043,5.27913075315375,10.3770144328183,0.181259713535924,5.2354765351571,5.23546514025779,10.2897399148403,0.181201760574597
1,0.31,0,1000,300000,5.49377258065312,5.49363440050363,10.8119989352662,0.175408045890503,5.34070524608384,5.34066266640279,10.5052297218448,0.176138190641842,5.26867930275071,5.26864509373215,10.3610702084056,0.17625418807722,5.22494212545976,5.2249107740489,10.2736262095979,0.176226689910749
1,0.32,0,1000,300000,5.47690072429237,5.47680940845155,10.7904647421457,0.163245390598211,5.32283567913646,5.32280168139658,10.4825443814508,0.163092979082284,5.25060426103283,5.25057815869103,10.3380693531356,0.163113066588252,5.20681146214519,5.20678843766891,10.2504432091912,0.163156690622865
1,0.33,0,1000,300000,5.47128479267729,5.4712394581488,10.7829406763074,0.15958357451867,5.31724146893812,5.31723086586058,10.4742767463521,0.160195588446626,5.24508452111742,5.24507698829989,10.3293305297332,0.160830979684121,5.20140602041518,5.2014000088527,10.2414177589876,0.161388270280236
1,0.34,0,1000,300000,5.46418705899431,5.46412855165575,10.7743799936716,0.15393561697848,5.31010577202604,5.31008220105736,10.465985356282,0.154202616801381,5.2379861574506,5.23796699160407,10.3218971281387,0.154056020915929,5.19427279392279,5.19425546238982,10.234674388172,0.153853868140565
1,0.35,0,1000,300000,5.45618091986213,5.45614087999154,10.7608559985897,0.151465801263978,5.30330481109462,5.30329071887811,10.4553934556994,0.15120207427332,5.23141464272682,5.23140399829042,10.3122253272301,0.150593313787089,5.18774846102306,5.18773906419232,10.2254501181744,0.150037407041033
1,0.36,0,1000,300000,5.44590827169638,5.4458457950766,10.7488128004196,0.142941266353329,5.29379329685953,5.29377153709293,10.4436207299528,0.143944103999623,5.22231806386765,5.22230035352432,10.3004077088782,0.144210708513807,5.17891139484757,5.17889518093791,10.2134703637065,0.144336212079018
1,0.37,0,1000,300000,5.4363385783113,5.43628697715241,10.73417292645,0.138452629013715,5.2838898482248,5.28386195881435,10.4278367372793,0.139915069759896,5.21230028254261,5.21227516641813,10.28412291192,0.140452537040757,5.16886864508028,5.1688444311561,10.1970902586889,0.140622817547504
1,0.38,0,1000,300000,5.42907021700643,5.42899071972643,10.7247074286823,0.133353508050583,5.27555903408721,5.27553069229527,10.4180800255751,0.133009700807422,5.20353636004887,5.20351389180936,10.2742584838401,0.132791768018102,5.15986522264495,5.15984491429785,10.1870888481755,0.132621288767316
1,0.39,0,1000,300000,5.42311638581326,5.42310167415637,10.7132997298133,0.132918330156336,5.26962478265089,5.26962246326148,10.4061562176377,0.133091028274626,5.19758029754361,5.19758049678674,10.2618507729697,0.133310021360687,5.15387444170969,5.15387600175406,10.1742516249308,0.133498818532917
1,0.4,0,1000,300000,5.4127771609356,5.41272640601695,10.7018831862437,0.123620380708902,5.25972339861367,5.25969261853049,10.3942762577894,0.125139759354786,5.18801693632031,5.18798965325213,10.2502705852257,0.125736004346763,5.1444728192165,5.14444691277407,10.1629883936048,0.125931338385763
1,0.41,0,1000,300000,5.4061391991738,5.40607131300033,10.6889122481401,0.123298264034043,5.25257128996239,5.25254501995388,10.3829194287574,0.122196881158827,5.18079273499923,5.18077005198215,10.2398008472173,0.121761939764125,5.13732796847476,5.13730675909416,10.1530675232473,0.121567204321648
1,0.42,0,1000,300000,5.39958312710186,5.39944936654771,10.6817585633928,0.117273930256765,5.24560645526381,5.24557339670007,10.3742974539059,0.116882398057934,5.17337623700686,5.17335147872822,10.2302561636274,0.116471552107656,5.12953690154176,5.12951494449741,10.1429384261848,0.116113419854377
1,0.43,0,1000,300000,5.39446598544062,5.39437876897008,10.6715379069603,0.117306847450454,5.24033624068095,5.2403086105652,10.3643871381134,0.116257713132713,5.16815832862502,5.16813666574787,10.2203523178539,0.115942676518937,5.12438546012877,5.12436605292602,10.1330425783268,0.115708934727971
1,0.44,0,1000,300000,5.38545922883866,5.38541233105668,10.6631591363983,0.107712423497032,5.23166051812637,5.23164428947844,10.3563956989176,0.106909108687224,5.15960710243639,5.15959457513567,10.2124569704767,0.106744707095411,5.11591033176823,5.1158994493664,10.1252148289901,0.106594952144533
1,0.45,0,1000,300000,5.37770748519972,5.37766107735316,10.6508392677129,0.104529294839935,5.22453305343425,5.22451700411214,10.3437572009329,0.105292856613445,5.15274512132849,5.15273161416037,10.1997355129309,0.105741222557986,5.10925195802104,5.10923917760276,10.1124735019224,0.106017633701422
1,0.46,0,1000,300000,5.37317252505942,5.3731424196122,10.6413787116933,0.1049362329783,5.21870424307211,5.21868957655352,10.3328586935462,0.104535126079476,5.14643839669173,5.14642646994617,10.1880069528194,0.104857913818531,5.10267210671773,5.10266129235599,10.1001549082419,0.10517849083184
1,0.47,0,1000,300000,5.36760048991708,5.36756110771679,10.6337314636181,0.101430134015793,5.21320761915125,5.21318902121179,10.3261717723711,0.100224867991962,5.14067396546793,5.14065929392512,10.1819399874048,0.0993932719882586,5.09666758096098,5.09665438691674,10.0945584849197,0.098763482958022
