theta_x,theta_y,h_x,h_y,nc_x,nc_y,n_steps,tau_x,tau_y,mean_n,mean_m,S_x,S_y,S_xy,I_try,I
-0.01,-0.01,0,0,3000,3000,48358066475,154.487692440765,154.504311757738,3168.46384858518,3168.46384858518,7.55143219237929,7.55142310633449,13.5839500547901,1.51890524392369,1.5188279743802
-0.01,-0.02,0,0,3000,3000,48349260798,279.49558926253,279.514668782141,3161.06972940206,3161.06972940206,7.61291378461414,7.61290651656771,13.6405842472438,1.58523605393808,1.58998239096553
-0.01,-0.03,0,0,3000,3000,48089702894,471.25518420921,471.674438881198,3137.91483820435,3137.91483820435,7.63529026241645,7.6352820641153,13.6524506443332,1.61812168219857,1.62694935272588
-0.01,-0.04,0,0,3000,3000,46238748633,1054.91351914885,1056.03163329704,3039.95871660167,3039.95871660167,7.58332082044472,7.58331287374832,13.5711056388263,1.59552805536674,1.60882201098093
-0.01,-0.05,0,0,3000,3000,42766700608,2458.88671906875,2464.31051630918,2855.74310075973,2855.74310075973,7.4328280395068,7.43282329592152,13.3700355965427,1.49561573888564,1.51106358474202
-0.01,-0.06,0,0,3000,3000,37668674339,4716.4060607676,4736.27160321427,2581.54314062589,2581.54314062589,7.15071080565553,7.15069372987836,13.0163194427849,1.28508509274897,1.30387279433858
-0.01,-0.07,0,0,3000,3000,32545451062,8010.21057158344,8090.49589151245,2316.28440234274,2316.28440234274,6.82293838810474,6.82291848476425,12.618756021944,1.02710085092498,1.0474630008933
-0.01,-0.08,0,0,3000,3000,26490664476,6137.74098714263,6255.61489384561,2050.26604741379,2050.26604741379,6.43410404224325,6.4340715033575,12.1580836784396,0.71009186716112,0.731697292939009
-0.01,-0.09,0,0,3000,3000,25020481601,8569.87305700306,8809.70409421475,2046.51054991287,2046.51054991287,6.42619752265424,6.42616160526944,12.1339475592505,0.718411568673154,0.740755702356424
-0.01,-0.11,0,0,3000,3000,21801882846,7.67912191533314,7.9915111003222,1765.99667080952,1765.99667080952,5.97138506884737,5.97133318215653,11.5850918052645,0.357626445739395,0.379220151234843
